strike,expiry,mid_price,option_type,bid,ask,volume,openInterest,yf_impliedVol,underlyingPrice,T,r
718.0,2026-03-20,0.39,call,0.38,0.4,154.0,5418,0.10071700073242187,689.2999877929688,0.0547945205479452,0.045
719.0,2026-03-20,0.335,call,0.33,0.34,102.0,2503,0.1001066552734375,689.2999877929688,0.0547945205479452,0.045
720.0,2026-03-20,0.295,call,0.29,0.3,1303.0,34304,0.10022872436523436,689.2999877929688,0.0547945205479452,0.045
721.0,2026-03-20,0.255,call,0.25,0.26,93.0,3233,0.1001066552734375,689.2999877929688,0.0547945205479452,0.045
722.0,2026-03-20,0.22,call,0.21,0.23,77.0,1852,0.10035079345703124,689.2999877929688,0.0547945205479452,0.045
723.0,2026-03-20,0.195,call,0.19,0.2,147.0,1660,0.10035079345703124,689.2999877929688,0.0547945205479452,0.045
724.0,2026-03-20,0.165,call,0.16,0.17,186.0,2712,0.1001066552734375,689.2999877929688,0.0547945205479452,0.045
725.0,2026-03-20,0.155,call,0.15,0.16,888.0,17516,0.10144941528320311,689.2999877929688,0.0547945205479452,0.045
730.0,2026-03-20,0.08499999999999999,call,0.08,0.09,850.0,23862,0.10376872802734374,689.2999877929688,0.0547945205479452,0.045
735.0,2026-03-20,0.065,call,0.06,0.07,166.0,9339,0.11060459716796875,689.2999877929688,0.0547945205479452,0.045
740.0,2026-03-20,0.045,call,0.04,0.05,89.0,14925,0.1157314990234375,689.2999877929688,0.0547945205479452,0.045
745.0,2026-03-20,0.035,call,0.03,0.04,376.0,8168,0.12207909179687501,689.2999877929688,0.0547945205479452,0.045
750.0,2026-03-20,0.025,call,0.02,0.03,327.0,22624,0.127938408203125,689.2999877929688,0.0547945205479452,0.045
755.0,2026-03-20,0.025,call,0.02,0.03,2121.0,11681,0.13672738281250002,689.2999877929688,0.0547945205479452,0.045
760.0,2026-03-20,0.025,call,0.02,0.03,2370.0,13407,0.145516357421875,689.2999877929688,0.0547945205479452,0.045
765.0,2026-03-20,0.015,call,0.01,0.02,9.0,6393,0.148446015625,689.2999877929688,0.0547945205479452,0.045
770.0,2026-03-20,0.015,call,0.01,0.02,538.0,6784,0.1562584375,689.2999877929688,0.0547945205479452,0.045
775.0,2026-03-20,0.015,call,0.01,0.02,12.0,5824,0.16407085937500002,689.2999877929688,0.0547945205479452,0.045
780.0,2026-03-20,0.015,call,0.01,0.02,10.0,19855,0.17188328125000002,689.2999877929688,0.0547945205479452,0.045
800.0,2026-03-20,0.015,call,0.01,0.02,1788.0,26358,0.20313296874999998,689.2999877929688,0.0547945205479452,0.045
805.0,2026-03-20,0.015,call,0.01,0.02,35.0,2417,0.21094539062499998,689.2999877929688,0.0547945205479452,0.045
810.0,2026-03-20,0.005,call,0.0,0.01,100.0,1658,0.20703917968749996,689.2999877929688,0.0547945205479452,0.045
815.0,2026-03-20,0.005,call,0.0,0.01,227.0,5122,0.2148516015625,689.2999877929688,0.0547945205479452,0.045
820.0,2026-03-20,0.005,call,0.0,0.01,1682.0,18233,0.22266402343749997,689.2999877929688,0.0547945205479452,0.045
825.0,2026-03-20,0.005,call,0.0,0.01,24.0,10732,0.22657023437499998,689.2999877929688,0.0547945205479452,0.045
830.0,2026-03-20,0.005,call,0.0,0.01,10.0,2791,0.23438265625,689.2999877929688,0.0547945205479452,0.045
835.0,2026-03-20,0.005,call,0.0,0.01,808.0,2430,0.242195078125,689.2999877929688,0.0547945205479452,0.045
840.0,2026-03-20,0.005,call,0.0,0.01,110.0,2403,0.2500075,689.2999877929688,0.0547945205479452,0.045
845.0,2026-03-20,0.005,call,0.0,0.01,504.0,7958,0.25391371093750004,689.2999877929688,0.0547945205479452,0.045
850.0,2026-03-20,0.005,call,0.0,0.01,5.0,19630,0.2617261328125,689.2999877929688,0.0547945205479452,0.045
860.0,2026-03-20,0.005,call,0.0,0.01,29.0,1554,0.27735097656249996,689.2999877929688,0.0547945205479452,0.045
865.0,2026-03-20,0.005,call,0.0,0.01,55.0,3867,0.28125718749999995,689.2999877929688,0.0547945205479452,0.045
870.0,2026-03-20,0.005,call,0.0,0.01,1456.0,2777,0.2890696093749999,689.2999877929688,0.0547945205479452,0.045
875.0,2026-03-20,0.005,call,0.0,0.01,191.0,4813,0.29688203124999996,689.2999877929688,0.0547945205479452,0.045
880.0,2026-03-20,0.005,call,0.0,0.01,110.0,303,0.3007882421875,689.2999877929688,0.0547945205479452,0.045
890.0,2026-03-20,0.005,call,0.0,0.01,1704.0,7318,0.31250687499999996,689.2999877929688,0.0547945205479452,0.045
895.0,2026-03-20,0.005,call,0.0,0.01,1400.0,4393,0.32031929687499994,689.2999877929688,0.0547945205479452,0.045
900.0,2026-03-20,0.005,call,0.0,0.01,1600.0,7335,0.32813171874999997,689.2999877929688,0.0547945205479452,0.045
905.0,2026-03-20,0.005,call,0.0,0.01,109.0,197,0.3320379296875,689.2999877929688,0.0547945205479452,0.045
910.0,2026-03-20,0.005,call,0.0,0.01,14.0,75,0.3398503515625,689.2999877929688,0.0547945205479452,0.045
915.0,2026-03-20,0.005,call,0.0,0.01,,60,0.3437565625,689.2999877929688,0.0547945205479452,0.045
920.0,2026-03-20,0.005,call,0.0,0.01,,1820,0.35156898437499995,689.2999877929688,0.0547945205479452,0.045
925.0,2026-03-20,0.005,call,0.0,0.01,,633,0.35938140625,689.2999877929688,0.0547945205479452,0.045
930.0,2026-03-20,0.005,call,0.0,0.01,,600,0.3632876171875,689.2999877929688,0.0547945205479452,0.045
935.0,2026-03-20,0.005,call,0.0,0.01,,2222,0.367193828125,689.2999877929688,0.0547945205479452,0.045
940.0,2026-03-20,0.005,call,0.0,0.01,1614.0,5712,0.37500625,689.2999877929688,0.0547945205479452,0.045
945.0,2026-03-20,0.005,call,0.0,0.01,,3525,0.38281867187499996,689.2999877929688,0.0547945205479452,0.045
950.0,2026-03-20,0.005,call,0.0,0.01,,4917,0.38672488281249995,689.2999877929688,0.0547945205479452,0.045
955.0,2026-03-20,0.005,call,0.0,0.01,1833.0,4299,0.39063109375,689.2999877929688,0.0547945205479452,0.045
965.0,2026-03-20,0.005,call,0.0,0.01,1386.0,1789,0.4062559375,689.2999877929688,0.0547945205479452,0.045
985.0,2026-03-20,0.005,call,0.0,0.01,,12,0.42969320312500003,689.2999877929688,0.0547945205479452,0.045
990.0,2026-03-20,0.005,call,0.0,0.01,,12,0.42969320312500003,689.2999877929688,0.0547945205479452,0.045
995.0,2026-03-20,0.005,call,0.0,0.01,,27,0.437505625,689.2999877929688,0.0547945205479452,0.045
1005.0,2026-03-20,0.005,call,0.0,0.01,,500,0.44922425781249997,689.2999877929688,0.0547945205479452,0.045
1010.0,2026-03-20,0.005,call,0.0,0.01,,18000,0.45313046875,689.2999877929688,0.0547945205479452,0.045
1015.0,2026-03-20,0.005,call,0.0,0.01,,750,0.46094289062500005,689.2999877929688,0.0547945205479452,0.045
1020.0,2026-03-20,0.005,call,0.0,0.01,,4014,0.46484910156250003,689.2999877929688,0.0547945205479452,0.045
1025.0,2026-03-20,0.005,call,0.0,0.01,,687,0.4687553125,689.2999877929688,0.0547945205479452,0.045
1030.0,2026-03-20,0.005,call,0.0,0.01,,2178,0.476567734375,689.2999877929688,0.0547945205479452,0.045
1070.0,2026-03-20,0.005,call,0.0,0.01,,6,0.51562984375,689.2999877929688,0.0547945205479452,0.045
1085.0,2026-03-20,0.005,call,0.0,0.01,,31,0.507817421875,689.2999877929688,0.0547945205479452,0.045
1095.0,2026-03-20,0.005,call,0.0,0.01,,5,0.51562984375,689.2999877929688,0.0547945205479452,0.045
1100.0,2026-03-20,0.005,call,0.0,0.01,,94,0.51562984375,689.2999877929688,0.0547945205479452,0.045
245.0,2026-03-20,0.005,put,0.0,0.01,10.0,29892,1.15625421875,689.2999877929688,0.0547945205479452,0.045
255.0,2026-03-20,0.005,put,0.0,0.01,150.0,6023,1.09375453125,689.2999877929688,0.0547945205479452,0.045
260.0,2026-03-20,0.005,put,0.0,0.01,8.0,4633,1.09375453125,689.2999877929688,0.0547945205479452,0.045
265.0,2026-03-20,0.005,put,0.0,0.01,100.0,7826,1.0625046875000002,689.2999877929688,0.0547945205479452,0.045
275.0,2026-03-20,0.005,put,0.0,0.01,50.0,1729,1.0312548437500002,689.2999877929688,0.0547945205479452,0.045
280.0,2026-03-20,0.005,put,0.0,0.01,56.0,14287,1.000005,689.2999877929688,0.0547945205479452,0.045
285.0,2026-03-20,0.005,put,0.0,0.01,39.0,1540,0.98437515625,689.2999877929688,0.0547945205479452,0.045
295.0,2026-03-20,0.005,put,0.0,0.01,395.0,3772,0.937500625,689.2999877929688,0.0547945205479452,0.045
300.0,2026-03-20,0.005,put,0.0,0.01,640.0,8032,0.937500625,689.2999877929688,0.0547945205479452,0.045
305.0,2026-03-20,0.005,put,0.0,0.01,75.0,6858,0.9062509375,689.2999877929688,0.0547945205479452,0.045
320.0,2026-03-20,0.005,put,0.0,0.01,266.0,3822,0.85937640625,689.2999877929688,0.0547945205479452,0.045
325.0,2026-03-20,0.005,put,0.0,0.01,5.0,6362,0.8437515624999999,689.2999877929688,0.0547945205479452,0.045
330.0,2026-03-20,0.005,put,0.0,0.01,31.0,1193,0.8281267187499999,689.2999877929688,0.0547945205479452,0.045
335.0,2026-03-20,0.005,put,0.0,0.01,61.0,1936,0.8125018749999999,689.2999877929688,0.0547945205479452,0.045
340.0,2026-03-20,0.015,put,0.01,0.02,28.0,1852,0.85937640625,689.2999877929688,0.0547945205479452,0.045
345.0,2026-03-20,0.015,put,0.01,0.02,11.0,1288,0.8437515624999999,689.2999877929688,0.0547945205479452,0.045
350.0,2026-03-20,0.015,put,0.01,0.02,121.0,3779,0.8281267187499999,689.2999877929688,0.0547945205479452,0.045
360.0,2026-03-20,0.015,put,0.01,0.02,2254.0,702,0.79687703125,689.2999877929688,0.0547945205479452,0.045
365.0,2026-03-20,0.015,put,0.01,0.02,2242.0,2862,0.7812521875,689.2999877929688,0.0547945205479452,0.045
370.0,2026-03-20,0.015,put,0.01,0.02,184.0,5392,0.7656273437500001,689.2999877929688,0.0547945205479452,0.045
375.0,2026-03-20,0.015,put,0.01,0.02,50.0,6005,0.7500025,689.2999877929688,0.0547945205479452,0.045
395.0,2026-03-20,0.025,put,0.02,0.03,203.0,4709,0.7148466015625,689.2999877929688,0.0547945205479452,0.045
400.0,2026-03-20,0.025,put,0.02,0.03,188.0,22165,0.6992217578125001,689.2999877929688,0.0547945205479452,0.045
410.0,2026-03-20,0.035,put,0.03,0.04,6.0,3374,0.6914093359375001,689.2999877929688,0.0547945205479452,0.045
420.0,2026-03-20,0.035,put,0.03,0.04,72.0,5239,0.6601596484375001,689.2999877929688,0.0547945205479452,0.045
425.0,2026-03-20,0.035,put,0.03,0.04,20.0,7360,0.6445348046875,689.2999877929688,0.0547945205479452,0.045
435.0,2026-03-20,0.045,put,0.04,0.05,29.0,2685,0.6289099609375001,689.2999877929688,0.0547945205479452,0.045
445.0,2026-03-20,0.055,put,0.05,0.06,5.0,1288,0.6113320117187502,689.2999877929688,0.0547945205479452,0.045
450.0,2026-03-20,0.055,put,0.05,0.06,159.0,12763,0.5976602734375001,689.2999877929688,0.0547945205479452,0.045
460.0,2026-03-20,0.065,put,0.06,0.07,106.0,80093,0.57812921875,689.2999877929688,0.0547945205479452,0.045
465.0,2026-03-20,0.07500000000000001,put,0.07,0.08,11.0,2935,0.5722699023437501,689.2999877929688,0.0547945205479452,0.045
470.0,2026-03-20,0.07500000000000001,put,0.07,0.08,83.0,7441,0.5576216113281252,689.2999877929688,0.0547945205479452,0.045
480.0,2026-03-20,0.08499999999999999,put,0.08,0.09,80.0,5692,0.5361374511718751,689.2999877929688,0.0547945205479452,0.045
485.0,2026-03-20,0.095,put,0.09,0.1,255.0,5726,0.5283250292968751,689.2999877929688,0.0547945205479452,0.045
490.0,2026-03-20,0.10500000000000001,put,0.1,0.11,228.0,6319,0.5195360546875,689.2999877929688,0.0547945205479452,0.045
495.0,2026-03-20,0.11499999999999999,put,0.11,0.12,327.0,7416,0.5107470800781251,689.2999877929688,0.0547945205479452,0.045
500.0,2026-03-20,0.125,put,0.12,0.13,427.0,39404,0.5009815527343751,689.2999877929688,0.0547945205479452,0.045
505.0,2026-03-20,0.135,put,0.13,0.14,150.0,4811,0.4931691308593751,689.2999877929688,0.0547945205479452,0.045
510.0,2026-03-20,0.14500000000000002,put,0.14,0.15,75.0,6992,0.48242705078125003,689.2999877929688,0.0547945205479452,0.045
515.0,2026-03-20,0.155,put,0.15,0.16,67.0,9176,0.4721732470703125,689.2999877929688,0.0547945205479452,0.045
520.0,2026-03-20,0.165,put,0.16,0.17,63.0,158709,0.46143116699218756,689.2999877929688,0.0547945205479452,0.045
525.0,2026-03-20,0.175,put,0.17,0.18,181.0,7298,0.450200810546875,689.2999877929688,0.0547945205479452,0.045
530.0,2026-03-20,0.195,put,0.19,0.2,469.0,19398,0.4419001123046875,689.2999877929688,0.0547945205479452,0.045
535.0,2026-03-20,0.20500000000000002,put,0.2,0.21,40.0,6220,0.43066975585937506,689.2999877929688,0.0547945205479452,0.045
540.0,2026-03-20,0.225,put,0.22,0.23,643.0,12899,0.42139250488281255,689.2999877929688,0.0547945205479452,0.045
545.0,2026-03-20,0.245,put,0.24,0.25,341.0,10773,0.4116269775390625,689.2999877929688,0.0547945205479452,0.045
550.0,2026-03-20,0.265,put,0.26,0.27,557.0,34737,0.401373173828125,689.2999877929688,0.0547945205479452,0.045
555.0,2026-03-20,0.28500000000000003,put,0.28,0.29,87.0,6989,0.39111937011718745,689.2999877929688,0.0547945205479452,0.045
560.0,2026-03-20,0.315,put,0.31,0.32,235.0,20977,0.3820862573242187,689.2999877929688,0.0547945205479452,0.045
565.0,2026-03-20,0.335,put,0.33,0.34,435.0,7520,0.37085590087890624,689.2999877929688,0.0547945205479452,0.045
570.0,2026-03-20,0.375,put,0.37,0.38,346.0,10998,0.362311064453125,689.2999877929688,0.0547945205479452,0.045
575.0,2026-03-20,0.405,put,0.4,0.41,140.0,22859,0.35205726074218746,689.2999877929688,0.0547945205479452,0.045
580.0,2026-03-20,0.445,put,0.44,0.45,612.0,94437,0.34229173339843744,689.2999877929688,0.0547945205479452,0.045
585.0,2026-03-20,0.485,put,0.48,0.49,1533.0,18667,0.33228206787109377,689.2999877929688,0.0547945205479452,0.045
590.0,2026-03-20,0.535,put,0.53,0.54,863.0,17432,0.3225165405273437,689.2999877929688,0.0547945205479452,0.045
595.0,2026-03-20,0.595,put,0.59,0.6,295.0,28808,0.31323928955078123,689.2999877929688,0.0547945205479452,0.045
600.0,2026-03-20,0.655,put,0.65,0.66,2212.0,57441,0.30322962402343745,689.2999877929688,0.0547945205479452,0.045
605.0,2026-03-20,0.735,put,0.73,0.74,10480.0,25561,0.2941965112304687,689.2999877929688,0.0547945205479452,0.045
610.0,2026-03-20,0.825,put,0.82,0.83,500.0,36875,0.2849192602539062,689.2999877929688,0.0547945205479452,0.045
611.0,2026-03-20,0.845,put,0.84,0.85,23.0,533,0.2830882238769531,689.2999877929688,0.0547945205479452,0.045
612.0,2026-03-20,0.865,put,0.86,0.87,66.0,966,0.28125718749999995,689.2999877929688,0.0547945205479452,0.045
613.0,2026-03-20,0.89,put,0.88,0.9,54.0,1202,0.28003649658203117,689.2999877929688,0.0547945205479452,0.045
614.0,2026-03-20,0.91,put,0.9,0.92,100.0,1656,0.27808339111328123,689.2999877929688,0.0547945205479452,0.045
615.0,2026-03-20,0.935,put,0.93,0.94,1897.0,33698,0.2761302856445312,689.2999877929688,0.0547945205479452,0.045
616.0,2026-03-20,0.955,put,0.95,0.96,242.0,731,0.2740551110839844,689.2999877929688,0.0547945205479452,0.045
617.0,2026-03-20,0.985,put,0.98,0.99,236.0,1233,0.27259028198242186,689.2999877929688,0.0547945205479452,0.045
618.0,2026-03-20,1.01,put,1.0,1.02,214.0,1502,0.2710033837890625,689.2999877929688,0.0547945205479452,0.045
619.0,2026-03-20,1.0350000000000001,put,1.03,1.04,282.0,1644,0.26892820922851557,689.2999877929688,0.0547945205479452,0.045
620.0,2026-03-20,1.065,put,1.06,1.07,3624.0,58781,0.26734131103515624,689.2999877929688,0.0547945205479452,0.045
621.0,2026-03-20,1.0950000000000002,put,1.09,1.1,83.0,1435,0.26563234375,689.2999877929688,0.0547945205479452,0.045
622.0,2026-03-20,1.125,put,1.12,1.13,751.0,2011,0.26392337646484376,689.2999877929688,0.0547945205479452,0.045
623.0,2026-03-20,1.1549999999999998,put,1.15,1.16,255.0,1689,0.2620923400878906,689.2999877929688,0.0547945205479452,0.045
624.0,2026-03-20,1.19,put,1.18,1.2,174.0,1222,0.260749580078125,689.2999877929688,0.0547945205479452,0.045
625.0,2026-03-20,1.225,put,1.22,1.23,3495.0,37708,0.25891854370117195,689.2999877929688,0.0547945205479452,0.045
626.0,2026-03-20,1.26,put,1.25,1.27,208.0,1118,0.2574537145996094,689.2999877929688,0.0547945205479452,0.045
627.0,2026-03-20,1.295,put,1.29,1.3,500.0,1173,0.255439574584961,689.2999877929688,0.0547945205479452,0.045
628.0,2026-03-20,1.335,put,1.33,1.34,503.0,1128,0.2538526763916016,689.2999877929688,0.0547945205479452,0.045
